touch_id,customer_id,campaign_id,channel,send_date,offer_pct,opened,clicked,converted_within_7d,treatment_group,cost
M0000854,C00106,CMP016,Paid Social,2026-01-15 00:00:00,15,False,False,False,Treatment,0.85
M0000855,C00106,CMP003,Direct Mail,2026-01-10 00:00:00,15,False,False,False,Treatment,0.72
M0000856,C00106,CMP015,Paid Social,2026-02-24 00:00:00,15,True,False,False,Treatment,0.85
M0000857,C00106,CMP025,Affiliate,2026-05-30 00:00:00,5,True,False,False,Treatment,1.5
M0000858,C00106,CMP014,Affiliate,2025-12-17 00:00:00,5,True,True,False,Treatment,1.5
M0000859,C00106,CMP009,Affiliate,2026-04-18 00:00:00,10,False,False,True,Treatment,1.5
M0000860,C00106,CMP011,Paid Search,2026-01-26 00:00:00,15,False,False,True,Treatment,1.2
M0000861,C00106,CMP019,Paid Search,2026-01-09 00:00:00,5,False,False,False,Treatment,1.2
M0000862,C00106,CMP018,Email,2026-01-06 00:00:00,15,True,False,False,Treatment,0.01
M0000863,C00106,CMP009,Email,2026-05-30 00:00:00,20,False,False,False,Control,0.01
M0000864,C00107,CMP001,Direct Mail,2025-04-17 00:00:00,20,False,False,False,Treatment,0.72
M0000865,C00107,CMP014,Paid Social,2026-06-18 00:00:00,10,True,False,False,Treatment,0.85
M0000866,C00107,CMP007,Email,2026-02-05 00:00:00,5,True,True,False,Treatment,0.01
M0000867,C00107,CMP004,Push,2025-09-13 00:00:00,0,False,False,False,Control,0.005
M0000868,C00107,CMP015,Paid Social,2026-02-25 00:00:00,25,True,False,False,Treatment,0.85
M0000869,C00107,CMP024,Email,2025-11-04 00:00:00,5,False,False,False,Control,0.01
M0000870,C00107,CMP008,Direct Mail,2026-01-22 00:00:00,5,False,False,False,Treatment,0.72
M0000871,C00108,CMP005,Paid Social,2025-03-28 00:00:00,20,False,False,False,Treatment,0.85
M0000872,C00108,CMP003,Paid Search,2025-11-11 00:00:00,15,True,True,False,Treatment,1.2
M0000873,C00108,CMP023,Direct Mail,2026-04-30 00:00:00,5,False,False,False,Treatment,0.72
M0000874,C00108,CMP001,Direct Mail,2024-06-19 00:00:00,15,False,False,False,Treatment,0.72
M0000875,C00108,CMP022,Paid Search,2025-10-25 00:00:00,15,True,False,False,Treatment,1.2
M0000876,C00108,CMP014,Paid Search,2025-06-17 00:00:00,5,False,False,False,Treatment,1.2
M0000877,C00108,CMP008,Paid Search,2025-05-01 00:00:00,25,True,True,False,Treatment,1.2
M0000878,C00108,CMP006,Paid Search,2025-11-01 00:00:00,15,False,False,False,Treatment,1.2
M0000879,C00108,CMP020,Direct Mail,2025-03-01 00:00:00,0,False,False,False,Control,0.72
M0000880,C00108,CMP004,Affiliate,2026-06-06 00:00:00,20,True,False,False,Control,1.5
M0000881,C00109,CMP006,Paid Search,2025-06-20 00:00:00,25,False,False,False,Treatment,1.2
M0000882,C00109,CMP024,Paid Social,2026-03-05 00:00:00,25,True,False,False,Treatment,0.85
M0000883,C00109,CMP025,Direct Mail,2025-11-13 00:00:00,20,False,False,False,Treatment,0.72
M0000884,C00109,CMP003,Paid Search,2025-11-18 00:00:00,15,False,False,False,Treatment,1.2
M0000885,C00109,CMP020,Paid Search,2026-03-30 00:00:00,15,False,False,False,Treatment,1.2
M0000886,C00109,CMP023,Direct Mail,2026-05-23 00:00:00,10,False,False,True,Control,0.72
M0000887,C00110,CMP012,Direct Mail,2025-06-18 00:00:00,10,False,False,True,Treatment,0.72
M0000888,C00110,CMP020,Paid Search,2025-12-16 00:00:00,5,True,True,True,Treatment,1.2
M0000889,C00110,CMP019,Email,2026-04-14 00:00:00,25,True,False,False,Treatment,0.01
M0000890,C00110,CMP018,Push,2026-04-23 00:00:00,5,True,False,False,Treatment,0.005
M0000891,C00110,CMP009,Push,2025-12-10 00:00:00,20,False,False,False,Control,0.005
M0000892,C00111,CMP006,Paid Search,2025-12-27 00:00:00,0,False,False,False,Treatment,1.2
M0000893,C00111,CMP018,Email,2025-10-31 00:00:00,0,False,False,False,Treatment,0.01
M0000894,C00111,CMP002,Paid Search,2025-07-23 00:00:00,20,False,False,True,Treatment,1.2
M0000895,C00111,CMP007,Direct Mail,2025-12-02 00:00:00,25,False,False,False,Control,0.72
M0000896,C00111,CMP011,Push,2026-05-30 00:00:00,5,False,False,True,Treatment,0.005
M0000897,C00111,CMP024,Direct Mail,2026-01-20 00:00:00,10,False,False,False,Control,0.72
M0000898,C00111,CMP024,Affiliate,2025-09-29 00:00:00,15,True,False,False,Control,1.5
M0000899,C00111,CMP008,Direct Mail,2026-04-21 00:00:00,5,False,False,False,Treatment,0.72
M0000900,C00112,CMP019,Affiliate,2025-12-06 00:00:00,5,False,False,False,Treatment,1.5
M0000901,C00112,CMP018,Affiliate,2024-06-19 00:00:00,10,False,False,False,Treatment,1.5
M0000902,C00112,CMP019,Affiliate,2024-10-07 00:00:00,0,False,False,False,Treatment,1.5
M0000903,C00112,CMP015,Direct Mail,2024-09-30 00:00:00,20,False,False,False,Treatment,0.72
M0000904,C00113,CMP019,Affiliate,2026-06-17 00:00:00,10,False,False,False,Control,1.5
M0000905,C00113,CMP001,Paid Search,2026-05-28 00:00:00,25,False,False,False,Treatment,1.2
M0000906,C00113,CMP022,Paid Search,2026-01-30 00:00:00,5,False,False,False,Treatment,1.2
M0000907,C00113,CMP018,Email,2026-04-30 00:00:00,5,False,False,False,Treatment,0.01
M0000908,C00113,CMP002,Paid Social,2026-05-20 00:00:00,15,False,False,False,Treatment,0.85
M0000909,C00113,CMP022,Email,2026-06-12 00:00:00,0,False,False,False,Control,0.01
M0000910,C00113,CMP015,Paid Search,2025-09-26 00:00:00,20,False,False,False,Control,1.2
M0000911,C00113,CMP009,Affiliate,2025-12-18 00:00:00,10,True,False,False,Treatment,1.5
M0000912,C00113,CMP021,Push,2026-05-14 00:00:00,0,False,False,False,Treatment,0.005
M0000913,C00113,CMP019,Email,2026-01-18 00:00:00,5,False,False,False,Treatment,0.01
M0000914,C00113,CMP001,Direct Mail,2026-06-07 00:00:00,20,False,False,False,Treatment,0.72
M0000915,C00114,CMP006,Email,2025-03-14 00:00:00,15,False,False,False,Treatment,0.01
M0000916,C00114,CMP021,Direct Mail,2024-11-22 00:00:00,15,False,False,False,Treatment,0.72
M0000917,C00114,CMP014,Paid Social,2025-01-16 00:00:00,15,True,False,False,Treatment,0.85
M0000918,C00114,CMP006,Email,2024-11-16 00:00:00,20,False,False,False,Treatment,0.01
M0000919,C00114,CMP004,Paid Search,2025-11-14 00:00:00,0,True,False,False,Control,1.2
M0000920,C00114,CMP003,Email,2025-03-26 00:00:00,0,False,False,False,Treatment,0.01
M0000921,C00114,CMP002,Push,2026-03-01 00:00:00,20,True,False,False,Treatment,0.005
M0000922,C00114,CMP009,Paid Search,2026-01-27 00:00:00,15,True,False,False,Treatment,1.2
M0000923,C00115,CMP013,Push,2026-04-05 00:00:00,25,False,False,False,Treatment,0.005
M0000924,C00115,CMP024,Push,2026-03-15 00:00:00,10,False,False,False,Treatment,0.005
M0000925,C00115,CMP015,Paid Social,2026-04-01 00:00:00,15,True,False,False,Control,0.85
M0000926,C00115,CMP020,Paid Social,2026-03-21 00:00:00,20,False,False,False,Treatment,0.85
M0000927,C00115,CMP006,Email,2026-03-26 00:00:00,0,False,False,False,Treatment,0.01
M0000928,C00115,CMP018,Affiliate,2026-01-26 00:00:00,15,False,False,False,Treatment,1.5
M0000929,C00115,CMP024,Direct Mail,2026-02-15 00:00:00,0,False,False,False,Treatment,0.72
M0000930,C00115,CMP011,Paid Search,2026-04-30 00:00:00,25,False,False,False,Treatment,1.2
M0000931,C00115,CMP008,Paid Social,2026-04-24 00:00:00,15,False,False,False,Treatment,0.85
M0000932,C00116,CMP019,Paid Social,2025-09-03 00:00:00,25,False,False,False,Treatment,0.85
M0000933,C00116,CMP001,Paid Social,2025-10-01 00:00:00,0,False,False,False,Treatment,0.85
M0000934,C00116,CMP007,Affiliate,2026-06-04 00:00:00,20,False,False,False,Treatment,1.5
M0000935,C00116,CMP007,Affiliate,2026-01-13 00:00:00,15,True,False,False,Treatment,1.5
M0000936,C00116,CMP007,Email,2026-02-10 00:00:00,5,True,False,False,Treatment,0.01
M0000937,C00116,CMP005,Affiliate,2026-03-20 00:00:00,0,True,False,True,Treatment,1.5
M0000938,C00117,CMP010,Paid Social,2025-10-10 00:00:00,20,True,False,False,Treatment,0.85
M0000939,C00117,CMP005,Paid Social,2025-04-16 00:00:00,0,True,True,True,Treatment,0.85
M0000940,C00117,CMP016,Email,2025-08-10 00:00:00,20,True,False,False,Treatment,0.01
M0000941,C00117,CMP001,Paid Social,2025-07-13 00:00:00,25,False,False,False,Treatment,0.85
M0000942,C00117,CMP021,Direct Mail,2025-03-10 00:00:00,10,False,False,False,Control,0.72
M0000943,C00117,CMP023,Affiliate,2025-01-28 00:00:00,20,False,False,False,Treatment,1.5
M0000944,C00117,CMP002,Paid Search,2025-07-04 00:00:00,25,True,True,False,Treatment,1.2
M0000945,C00117,CMP005,Direct Mail,2025-12-07 00:00:00,15,False,False,False,Treatment,0.72
M0000946,C00117,CMP017,Paid Social,2025-05-31 00:00:00,0,True,False,True,Control,0.85
M0000947,C00118,CMP014,Direct Mail,2026-05-17 00:00:00,15,False,False,False,Control,0.72
M0000948,C00118,CMP021,Paid Search,2026-06-18 00:00:00,15,True,True,False,Treatment,1.2
M0000949,C00118,CMP017,Email,2025-04-14 00:00:00,15,True,True,False,Treatment,0.01
M0000950,C00118,CMP016,Paid Social,2025-07-26 00:00:00,10,False,False,False,Control,0.85
M0000951,C00118,CMP011,Affiliate,2025-09-03 00:00:00,15,False,False,False,Treatment,1.5
M0000952,C00118,CMP015,Paid Search,2025-11-01 00:00:00,10,False,False,False,Treatment,1.2
M0000953,C00118,CMP016,Affiliate,2025-09-18 00:00:00,25,True,False,False,Treatment,1.5
M0000954,C00118,CMP013,Direct Mail,2025-06-29 00:00:00,20,False,False,False,Treatment,0.72
M0000955,C00119,CMP016,Direct Mail,2026-02-19 00:00:00,25,False,False,False,Treatment,0.72
M0000956,C00119,CMP021,Email,2026-01-16 00:00:00,20,True,False,False,Control,0.01
M0000957,C00119,CMP025,Direct Mail,2026-05-01 00:00:00,0,False,False,False,Treatment,0.72
M0000958,C00119,CMP005,Paid Social,2026-06-14 00:00:00,25,False,False,False,Treatment,0.85
M0000959,C00119,CMP023,Paid Search,2026-06-24 00:00:00,15,False,False,False,Treatment,1.2
M0000960,C00119,CMP021,Direct Mail,2026-01-28 00:00:00,0,False,False,False,Treatment,0.72
M0000961,C00120,CMP008,Direct Mail,2026-03-08 00:00:00,25,False,False,False,Treatment,0.72
M0000962,C00120,CMP022,Paid Search,2026-05-29 00:00:00,25,True,True,False,Control,1.2
M0000963,C00120,CMP024,Paid Social,2025-09-21 00:00:00,20,True,False,False,Treatment,0.85
M0000964,C00120,CMP019,Paid Social,2026-04-10 00:00:00,5,True,False,True,Treatment,0.85
M0000965,C00120,CMP007,Email,2026-03-11 00:00:00,5,False,False,False,Treatment,0.01
M0000966,C00120,CMP017,Push,2026-06-30 00:00:00,20,True,False,False,Treatment,0.005
M0000967,C00120,CMP009,Paid Search,2026-01-18 00:00:00,10,False,False,False,Treatment,1.2
M0000968,C00120,CMP010,Paid Social,2026-04-18 00:00:00,20,True,True,False,Treatment,0.85
M0000969,C00120,CMP007,Paid Search,2026-04-09 00:00:00,5,False,False,False,Treatment,1.2
M0000970,C00121,CMP011,Paid Social,2026-04-29 00:00:00,25,True,False,False,Treatment,0.85
M0000971,C00121,CMP012,Affiliate,2025-10-30 00:00:00,0,False,False,False,Treatment,1.5
M0000972,C00121,CMP006,Paid Social,2025-10-23 00:00:00,5,True,False,False,Treatment,0.85
M0000973,C00121,CMP013,Push,2025-09-23 00:00:00,20,False,False,False,Control,0.005
M0000974,C00122,CMP024,Paid Search,2025-01-19 00:00:00,20,True,False,False,Treatment,1.2
M0000975,C00122,CMP005,Paid Social,2025-09-26 00:00:00,5,False,False,False,Treatment,0.85
M0000976,C00122,CMP004,Paid Social,2026-02-20 00:00:00,10,False,False,False,Treatment,0.85
M0000977,C00122,CMP008,Email,2024-12-04 00:00:00,0,False,False,False,Treatment,0.01
M0000978,C00122,CMP021,Push,2026-04-08 00:00:00,10,False,False,False,Treatment,0.005
M0000979,C00122,CMP001,Direct Mail,2026-06-03 00:00:00,10,False,False,True,Treatment,0.72
M0000980,C00123,CMP016,Direct Mail,2025-08-13 00:00:00,20,False,False,False,Treatment,0.72
M0000981,C00123,CMP008,Affiliate,2025-07-23 00:00:00,5,True,True,False,Treatment,1.5
M0000982,C00123,CMP020,Paid Social,2025-12-18 00:00:00,5,True,False,False,Treatment,0.85
M0000983,C00123,CMP012,Direct Mail,2025-03-06 00:00:00,5,False,False,False,Treatment,0.72
M0000984,C00123,CMP012,Affiliate,2026-03-15 00:00:00,25,True,False,False,Treatment,1.5
M0000985,C00123,CMP004,Email,2025-07-20 00:00:00,10,True,False,False,Treatment,0.01
M0000986,C00123,CMP002,Email,2024-12-17 00:00:00,20,False,False,False,Treatment,0.01
M0000987,C00123,CMP019,Direct Mail,2025-07-03 00:00:00,15,False,False,False,Treatment,0.72
M0000988,C00123,CMP017,Direct Mail,2024-11-27 00:00:00,5,False,False,False,Treatment,0.72
M0000989,C00123,CMP004,Paid Search,2025-05-05 00:00:00,25,True,True,True,Treatment,1.2
M0000990,C00123,CMP011,Email,2026-01-06 00:00:00,15,True,False,False,Treatment,0.01
M0000991,C00124,CMP004,Paid Search,2026-02-27 00:00:00,0,True,False,False,Treatment,1.2
M0000992,C00124,CMP017,Paid Search,2025-07-17 00:00:00,10,True,False,True,Treatment,1.2
M0000993,C00124,CMP006,Email,2025-04-16 00:00:00,20,False,False,False,Treatment,0.01
M0000994,C00124,CMP011,Paid Social,2024-11-16 00:00:00,20,True,True,False,Treatment,0.85
M0000995,C00124,CMP011,Email,2025-07-31 00:00:00,15,True,False,False,Treatment,0.01
M0000996,C00124,CMP005,Direct Mail,2025-12-01 00:00:00,10,False,False,False,Treatment,0.72
M0000997,C00124,CMP014,Push,2025-03-23 00:00:00,15,True,False,False,Treatment,0.005
M0000998,C00124,CMP004,Affiliate,2024-10-15 00:00:00,0,True,False,False,Control,1.5
M0000999,C00124,CMP007,Affiliate,2026-04-19 00:00:00,0,True,False,True,Treatment,1.5
M0001000,C00125,CMP024,Affiliate,2026-06-30 00:00:00,25,False,False,False,Treatment,1.5
M0001001,C00125,CMP003,Push,2026-04-30 00:00:00,5,True,False,True,Treatment,0.005
M0001002,C00125,CMP006,Affiliate,2026-06-28 00:00:00,20,True,False,False,Treatment,1.5
M0001003,C00125,CMP004,Affiliate,2026-05-21 00:00:00,25,False,False,False,Treatment,1.5
M0001004,C00125,CMP019,Paid Search,2025-12-08 00:00:00,25,False,False,False,Control,1.2
M0001005,C00125,CMP005,Paid Social,2025-12-06 00:00:00,5,True,False,False,Treatment,0.85
M0001006,C00125,CMP005,Direct Mail,2026-01-02 00:00:00,20,False,False,False,Treatment,0.72
M0001007,C00125,CMP006,Push,2026-03-05 00:00:00,5,True,False,False,Treatment,0.005
M0001008,C00125,CMP016,Push,2026-02-28 00:00:00,25,False,False,False,Treatment,0.005
M0001009,C00125,CMP025,Affiliate,2026-01-28 00:00:00,0,True,False,False,Treatment,1.5
M0001010,C00125,CMP005,Push,2026-01-18 00:00:00,20,True,False,False,Control,0.005
M0001011,C00126,CMP004,Paid Search,2025-07-07 00:00:00,20,True,True,False,Control,1.2
M0001012,C00126,CMP011,Direct Mail,2025-02-14 00:00:00,20,False,False,True,Control,0.72
M0001013,C00126,CMP014,Paid Social,2026-06-14 00:00:00,25,True,True,True,Treatment,0.85
M0001014,C00126,CMP014,Direct Mail,2025-01-20 00:00:00,20,False,False,False,Treatment,0.72
M0001015,C00126,CMP002,Direct Mail,2025-10-24 00:00:00,25,False,False,False,Treatment,0.72
M0001016,C00126,CMP011,Affiliate,2026-04-27 00:00:00,25,False,False,False,Control,1.5
M0001017,C00126,CMP004,Email,2026-05-31 00:00:00,20,False,False,False,Treatment,0.01
M0001018,C00126,CMP016,Affiliate,2025-05-07 00:00:00,10,True,False,False,Treatment,1.5
M0001019,C00126,CMP014,Email,2025-08-13 00:00:00,20,False,False,False,Treatment,0.01
M0001020,C00126,CMP016,Paid Social,2026-05-06 00:00:00,0,True,False,False,Treatment,0.85
M0001021,C00126,CMP015,Email,2024-12-14 00:00:00,25,False,False,True,Treatment,0.01
M0001022,C00126,CMP025,Affiliate,2025-02-13 00:00:00,10,False,False,False,Treatment,1.5
M0001023,C00126,CMP012,Paid Social,2025-10-18 00:00:00,20,True,True,True,Control,0.85
M0001024,C00126,CMP023,Direct Mail,2025-12-10 00:00:00,15,False,False,False,Treatment,0.72
M0001025,C00127,CMP025,Email,2025-01-25 00:00:00,20,True,False,False,Treatment,0.01
M0001026,C00127,CMP022,Paid Search,2025-06-17 00:00:00,10,False,False,False,Treatment,1.2
M0001027,C00127,CMP012,Direct Mail,2026-05-22 00:00:00,0,False,False,True,Treatment,0.72
M0001028,C00127,CMP010,Paid Social,2025-02-21 00:00:00,15,False,False,False,Treatment,0.85
M0001029,C00127,CMP016,Email,2026-03-23 00:00:00,10,False,False,False,Treatment,0.01
M0001030,C00127,CMP013,Paid Search,2025-06-24 00:00:00,15,False,False,False,Treatment,1.2
M0001031,C00127,CMP015,Direct Mail,2025-03-08 00:00:00,20,False,False,False,Treatment,0.72
M0001032,C00127,CMP023,Affiliate,2025-02-11 00:00:00,0,True,False,True,Treatment,1.5
M0001033,C00128,CMP022,Paid Search,2026-03-29 00:00:00,10,False,False,False,Treatment,1.2
M0001034,C00128,CMP005,Paid Search,2026-01-28 00:00:00,5,False,False,True,Treatment,1.2
M0001035,C00128,CMP012,Paid Search,2026-01-28 00:00:00,20,False,False,False,Treatment,1.2
M0001036,C00128,CMP017,Paid Social,2026-03-20 00:00:00,25,False,False,False,Treatment,0.85
M0001037,C00128,CMP012,Paid Search,2026-05-01 00:00:00,10,False,False,False,Treatment,1.2
M0001038,C00128,CMP012,Paid Social,2026-06-04 00:00:00,15,False,False,False,Treatment,0.85
M0001039,C00128,CMP022,Paid Social,2026-05-14 00:00:00,15,True,False,False,Treatment,0.85
M0001040,C00128,CMP012,Paid Social,2026-06-04 00:00:00,0,True,True,False,Treatment,0.85
M0001041,C00128,CMP020,Paid Search,2026-04-02 00:00:00,5,False,False,False,Treatment,1.2
M0001042,C00128,CMP015,Affiliate,2026-02-28 00:00:00,20,True,False,False,Treatment,1.5
M0001043,C00128,CMP002,Direct Mail,2026-02-24 00:00:00,25,False,False,False,Treatment,0.72
M0001044,C00128,CMP020,Push,2026-05-03 00:00:00,15,False,False,True,Control,0.005
M0001045,C00129,CMP015,Email,2025-09-03 00:00:00,5,True,False,False,Control,0.01
M0001046,C00129,CMP019,Direct Mail,2025-03-24 00:00:00,20,False,False,False,Treatment,0.72
M0001047,C00129,CMP021,Affiliate,2024-09-15 00:00:00,5,True,True,False,Treatment,1.5
M0001048,C00129,CMP015,Affiliate,2024-06-03 00:00:00,15,False,False,False,Treatment,1.5
M0001049,C00129,CMP023,Affiliate,2024-06-07 00:00:00,25,True,True,False,Treatment,1.5
M0001050,C00129,CMP001,Push,2025-01-12 00:00:00,20,True,False,False,Control,0.005
M0001051,C00129,CMP014,Paid Search,2025-08-31 00:00:00,10,True,False,False,Treatment,1.2
M0001052,C00130,CMP016,Paid Social,2025-08-23 00:00:00,25,True,False,False,Treatment,0.85
M0001053,C00130,CMP003,Affiliate,2025-12-27 00:00:00,25,False,False,False,Treatment,1.5
M0001054,C00130,CMP015,Email,2026-04-19 00:00:00,20,False,False,False,Treatment,0.01
M0001055,C00130,CMP007,Paid Search,2026-04-14 00:00:00,0,False,False,False,Treatment,1.2
M0001056,C00131,CMP015,Direct Mail,2025-05-12 00:00:00,0,False,False,False,Treatment,0.72
M0001057,C00131,CMP007,Email,2026-03-01 00:00:00,0,False,False,False,Treatment,0.01
M0001058,C00131,CMP005,Paid Social,2025-04-27 00:00:00,15,True,False,False,Control,0.85
M0001059,C00131,CMP020,Affiliate,2026-04-03 00:00:00,10,False,False,False,Treatment,1.5
M0001060,C00131,CMP004,Paid Social,2026-03-15 00:00:00,20,True,False,False,Treatment,0.85
M0001061,C00132,CMP007,Affiliate,2026-02-06 00:00:00,20,True,True,False,Treatment,1.5
M0001062,C00132,CMP019,Direct Mail,2026-03-05 00:00:00,25,False,False,False,Control,0.72
M0001063,C00132,CMP011,Push,2025-11-19 00:00:00,25,False,False,False,Treatment,0.005
M0001064,C00132,CMP024,Push,2025-12-06 00:00:00,20,True,False,True,Treatment,0.005
M0001065,C00132,CMP025,Paid Search,2026-01-19 00:00:00,0,False,False,False,Treatment,1.2
M0001066,C00133,CMP017,Push,2025-05-10 00:00:00,10,True,False,False,Treatment,0.005
M0001067,C00133,CMP009,Push,2025-02-28 00:00:00,5,True,True,True,Treatment,0.005
M0001068,C00133,CMP021,Push,2024-09-10 00:00:00,15,True,True,True,Control,0.005
M0001069,C00133,CMP009,Push,2025-09-08 00:00:00,10,False,False,False,Treatment,0.005
M0001070,C00133,CMP007,Push,2024-08-09 00:00:00,25,False,False,False,Treatment,0.005
M0001071,C00133,CMP018,Paid Social,2025-08-17 00:00:00,25,True,False,False,Treatment,0.85
M0001072,C00133,CMP012,Email,2025-12-27 00:00:00,10,False,False,False,Treatment,0.01
M0001073,C00133,CMP012,Paid Search,2024-11-05 00:00:00,25,False,False,False,Control,1.2
M0001074,C00133,CMP012,Paid Social,2024-11-12 00:00:00,15,True,True,False,Treatment,0.85
M0001075,C00133,CMP025,Paid Search,2026-06-12 00:00:00,0,True,True,False,Treatment,1.2
M0001076,C00133,CMP011,Paid Search,2025-04-15 00:00:00,5,True,False,False,Control,1.2
M0001077,C00134,CMP008,Push,2026-01-11 00:00:00,0,True,True,False,Treatment,0.005
M0001078,C00134,CMP012,Paid Search,2025-07-13 00:00:00,20,True,False,False,Treatment,1.2
M0001079,C00134,CMP014,Push,2025-10-03 00:00:00,0,True,False,False,Treatment,0.005
M0001080,C00134,CMP017,Push,2026-06-16 00:00:00,10,True,True,False,Treatment,0.005
M0001081,C00134,CMP020,Email,2026-04-21 00:00:00,10,True,True,False,Treatment,0.01
M0001082,C00134,CMP012,Paid Search,2026-02-20 00:00:00,20,True,True,True,Treatment,1.2
M0001083,C00134,CMP007,Direct Mail,2026-03-18 00:00:00,5,False,False,False,Control,0.72
M0001084,C00134,CMP013,Paid Social,2025-07-12 00:00:00,5,True,False,False,Treatment,0.85
M0001085,C00134,CMP015,Paid Search,2026-06-20 00:00:00,10,True,True,True,Treatment,1.2
M0001086,C00134,CMP017,Paid Search,2025-07-18 00:00:00,10,True,False,False,Treatment,1.2
M0001087,C00134,CMP013,Direct Mail,2026-05-20 00:00:00,25,False,False,True,Treatment,0.72
M0001088,C00134,CMP006,Affiliate,2026-01-30 00:00:00,25,True,False,False,Treatment,1.5
M0001089,C00134,CMP023,Push,2025-12-06 00:00:00,0,True,True,False,Treatment,0.005
M0001090,C00134,CMP004,Email,2025-09-02 00:00:00,20,False,False,False,Treatment,0.01
M0001091,C00135,CMP023,Affiliate,2025-09-12 00:00:00,0,True,False,False,Treatment,1.5
M0001092,C00135,CMP005,Push,2024-11-18 00:00:00,0,False,False,False,Treatment,0.005
M0001093,C00135,CMP023,Paid Social,2026-04-19 00:00:00,0,False,False,False,Treatment,0.85
M0001094,C00135,CMP006,Paid Search,2025-07-20 00:00:00,25,True,True,False,Treatment,1.2
M0001095,C00135,CMP001,Push,2024-10-21 00:00:00,25,True,True,True,Treatment,0.005
M0001096,C00135,CMP006,Paid Social,2025-02-08 00:00:00,20,True,False,False,Treatment,0.85
M0001097,C00135,CMP023,Paid Search,2025-05-28 00:00:00,15,True,False,False,Control,1.2
M0001098,C00135,CMP013,Push,2025-09-07 00:00:00,20,False,False,False,Treatment,0.005
M0001099,C00135,CMP009,Paid Social,2026-02-07 00:00:00,25,True,True,False,Treatment,0.85
M0001100,C00136,CMP020,Paid Social,2026-04-06 00:00:00,20,True,False,False,Control,0.85
M0001101,C00136,CMP009,Affiliate,2026-03-22 00:00:00,5,False,False,False,Treatment,1.5
M0001102,C00136,CMP013,Email,2025-11-04 00:00:00,0,False,False,False,Treatment,0.01
M0001103,C00136,CMP024,Paid Social,2025-11-29 00:00:00,5,True,False,False,Control,0.85
M0001104,C00136,CMP016,Paid Social,2026-03-04 00:00:00,5,False,False,False,Treatment,0.85
M0001105,C00136,CMP022,Paid Social,2025-11-09 00:00:00,10,True,True,False,Treatment,0.85
M0001106,C00136,CMP007,Direct Mail,2026-03-28 00:00:00,15,False,False,False,Treatment,0.72
M0001107,C00136,CMP017,Direct Mail,2025-11-01 00:00:00,10,False,False,False,Treatment,0.72
M0001108,C00136,CMP017,Paid Social,2025-12-21 00:00:00,5,True,False,False,Control,0.85
M0001109,C00136,CMP011,Affiliate,2025-11-08 00:00:00,0,False,False,False,Treatment,1.5
M0001110,C00137,CMP010,Paid Social,2024-12-25 00:00:00,20,True,False,False,Control,0.85
M0001111,C00137,CMP009,Direct Mail,2025-01-09 00:00:00,25,False,False,False,Treatment,0.72
M0001112,C00137,CMP009,Paid Search,2025-05-21 00:00:00,20,True,True,False,Treatment,1.2
M0001113,C00137,CMP021,Paid Social,2025-12-29 00:00:00,20,False,False,False,Treatment,0.85
M0001114,C00137,CMP009,Direct Mail,2025-07-17 00:00:00,25,False,False,False,Treatment,0.72
M0001115,C00137,CMP007,Direct Mail,2025-05-06 00:00:00,20,False,False,False,Treatment,0.72
M0001116,C00137,CMP024,Paid Search,2026-03-12 00:00:00,10,True,False,False,Control,1.2
M0001117,C00137,CMP019,Push,2025-07-24 00:00:00,15,False,False,False,Treatment,0.005
M0001118,C00137,CMP008,Direct Mail,2025-02-16 00:00:00,20,False,False,True,Treatment,0.72
M0001119,C00138,CMP002,Paid Search,2026-03-02 00:00:00,10,False,False,False,Treatment,1.2
M0001120,C00138,CMP006,Paid Search,2026-01-18 00:00:00,15,False,False,False,Treatment,1.2
M0001121,C00138,CMP003,Email,2026-01-21 00:00:00,15,True,True,False,Treatment,0.01
M0001122,C00138,CMP010,Affiliate,2026-03-20 00:00:00,15,False,False,False,Treatment,1.5
M0001123,C00138,CMP008,Push,2026-04-13 00:00:00,0,False,False,False,Treatment,0.005
M0001124,C00138,CMP022,Paid Search,2026-04-28 00:00:00,15,True,False,False,Treatment,1.2
M0001125,C00138,CMP011,Direct Mail,2026-06-07 00:00:00,0,False,False,False,Treatment,0.72
M0001126,C00138,CMP021,Direct Mail,2026-04-22 00:00:00,25,False,False,False,Treatment,0.72
M0001127,C00138,CMP025,Direct Mail,2025-12-11 00:00:00,25,False,False,True,Control,0.72
M0001128,C00138,CMP010,Direct Mail,2026-04-15 00:00:00,15,False,False,False,Control,0.72
M0001129,C00139,CMP021,Paid Social,2026-05-04 00:00:00,20,False,False,True,Control,0.85
M0001130,C00139,CMP016,Email,2026-01-31 00:00:00,20,False,False,False,Treatment,0.01
M0001131,C00139,CMP025,Paid Social,2025-12-29 00:00:00,5,False,False,False,Treatment,0.85
M0001132,C00139,CMP011,Direct Mail,2025-12-28 00:00:00,5,False,False,True,Treatment,0.72
M0001133,C00139,CMP008,Push,2026-01-11 00:00:00,25,False,False,True,Treatment,0.005
M0001134,C00139,CMP025,Direct Mail,2025-10-18 00:00:00,25,False,False,False,Control,0.72
M0001135,C00139,CMP004,Paid Social,2026-01-02 00:00:00,25,True,True,False,Treatment,0.85
M0001136,C00139,CMP021,Paid Search,2025-10-21 00:00:00,15,False,False,False,Control,1.2
M0001137,C00139,CMP006,Push,2026-03-23 00:00:00,0,False,False,False,Treatment,0.005
