order_id,customer_id,order_date,channel,device,subtotal,discount_amount,shipping_amount,tax_amount,order_total,payment_type,order_status
O000756,C00185,2026-05-10 00:00:00,App,Desktop,84.85,12.66,0,5.41,77.6,Credit Card,Completed
O000680,C00167,2026-05-11 00:00:00,Web,Desktop,46.15,4.45,0,3.13,44.83,Gift Card,Completed
O000199,C00051,2026-05-12 00:00:00,Web,Mobile,99.57,16.73,0,6.21,89.05,Credit Card,Completed
O000627,C00157,2026-05-12 00:00:00,App,Tablet,206.06,22.46,0,13.77,197.37,Credit Card,Completed
O000561,C00140,2026-05-14 00:00:00,App,Mobile,31.93,3.81,6.99,2.11,37.22,PayPal,Completed
O000597,C00150,2026-05-14 00:00:00,App,Mobile,262.79,70.67,0,14.41,206.53,Gift Card,Cancelled
O000283,C00069,2026-05-15 00:00:00,App,Desktop,1137.74,46.14,0,81.87,1173.47,Gift Card,Completed
O000005,C00002,2026-05-16 00:00:00,Web,Tablet,240.4,39.79,0,15.05,215.66,Gift Card,Completed
O000041,C00016,2026-05-16 00:00:00,App,Desktop,714.2,116.52,0,44.83,642.51,Credit Card,Completed
O000311,C00074,2026-05-16 00:00:00,App,Desktop,445.8,45.74,0,30.0,430.06,PayPal,Returned
O000647,C00159,2026-05-16 00:00:00,Web,Tablet,199.83,43.79,0,11.7,167.74,Credit Card,Completed
O000163,C00042,2026-05-17 00:00:00,App,Desktop,187.82,28.9,0,11.92,170.84,Gift Card,Completed
O000164,C00042,2026-05-17 00:00:00,App,Mobile,340.39,18.25,0,24.16,346.3,PayPal,Completed
O000390,C00096,2026-05-17 00:00:00,Web,Desktop,55.94,17.0,6.99,2.92,48.85,Credit Card,Completed
O000437,C00111,2026-05-17 00:00:00,Web,Desktop,287.9,41.11,0,18.51,265.3,Credit Card,Completed
O000681,C00167,2026-05-17 00:00:00,App,Desktop,233.33,21.66,0,15.88,227.55,Apple Pay,Completed
O000703,C00170,2026-05-17 00:00:00,Web,Tablet,718.92,94.76,0,46.81,670.97,Gift Card,Completed
O000655,C00160,2026-05-19 00:00:00,Web,Mobile,225.89,22.62,0,15.25,218.52,Gift Card,Completed
O000822,C00197,2026-05-19 00:00:00,Web,Mobile,359.46,47.77,0,23.38,335.07,Apple Pay,Completed
O000100,C00026,2026-05-20 00:00:00,Web,Desktop,821.84,112.61,0,53.19,762.42,Gift Card,Completed
O000502,C00125,2026-05-20 00:00:00,Web,Mobile,414.44,72.36,0,25.66,367.74,PayPal,Completed
O000757,C00185,2026-05-20 00:00:00,App,Mobile,169.7,0.0,0,12.73,182.43,Credit Card,Completed
O000787,C00190,2026-05-20 00:00:00,Web,Mobile,384.94,56.39,0,24.64,353.19,Credit Card,Completed
O000461,C00115,2026-05-21 00:00:00,Web,Tablet,10.46,0.84,6.99,0.72,17.33,Gift Card,Completed
O000534,C00133,2026-05-21 00:00:00,Web,Desktop,207.22,58.05,0,11.19,160.36,Apple Pay,Completed
O000769,C00186,2026-05-21 00:00:00,App,Tablet,126.22,23.44,0,7.71,110.49,Gift Card,Completed
O000249,C00059,2026-05-22 00:00:00,Web,Tablet,29.32,6.27,6.99,1.73,31.77,Apple Pay,Completed
O000480,C00121,2026-05-22 00:00:00,App,Mobile,77.86,25.26,0,3.94,56.54,PayPal,Completed
O000512,C00127,2026-05-23 00:00:00,Web,Desktop,77.86,3.02,0,5.61,80.45,Gift Card,Completed
O000700,C00169,2026-05-24 00:00:00,App,Tablet,597.63,54.27,0,40.75,584.11,PayPal,Completed
O000785,C00189,2026-05-24 00:00:00,App,Desktop,527.62,84.42,0,33.24,476.44,PayPal,Completed
O000477,C00120,2026-05-26 00:00:00,App,Desktop,340.39,27.46,0,23.47,336.4,Credit Card,Completed
O000082,C00024,2026-05-28 00:00:00,App,Tablet,459.52,69.87,0,29.22,418.87,PayPal,Completed
O000804,C00193,2026-05-28 00:00:00,App,Mobile,357.97,19.2,0,25.41,364.18,Gift Card,Completed
O000073,C00022,2026-05-29 00:00:00,App,Tablet,237.24,34.98,0,15.17,217.43,Credit Card,Completed
O000584,C00144,2026-05-30 00:00:00,Web,Tablet,225.89,32.85,0,14.48,207.52,Gift Card,Completed
O000611,C00152,2026-05-30 00:00:00,Web,Tablet,295.85,44.2,0,18.87,270.52,Credit Card,Completed
O000224,C00054,2026-05-31 00:00:00,Web,Tablet,292.18,25.09,0,20.03,287.12,Apple Pay,Completed
O000733,C00176,2026-06-01 00:00:00,Web,Mobile,225.89,28.67,0,14.79,212.01,PayPal,Completed
O000830,C00199,2026-06-01 00:00:00,App,Desktop,33.1,0.0,0,2.48,35.58,Credit Card,Completed
O000506,C00126,2026-06-02 00:00:00,App,Desktop,207.22,20.89,0,13.97,200.3,Apple Pay,Completed
O000740,C00181,2026-06-02 00:00:00,App,Mobile,28.73,3.0,6.99,1.93,34.65,Apple Pay,Completed
O000264,C00063,2026-06-03 00:00:00,Web,Mobile,1172.06,220.19,0,71.39,1023.26,Gift Card,Completed
O000455,C00114,2026-06-03 00:00:00,Web,Mobile,295.85,73.31,0,16.69,239.23,PayPal,Completed
O000460,C00115,2026-06-03 00:00:00,Web,Tablet,426.05,50.03,0,28.2,404.22,Credit Card,Completed
O000564,C00140,2026-06-03 00:00:00,Web,Tablet,480.8,67.45,0,31.0,444.35,Gift Card,Completed
O000615,C00154,2026-06-03 00:00:00,Web,Mobile,162.2,32.21,0,9.75,139.74,Gift Card,Completed
O000650,C00160,2026-06-03 00:00:00,App,Tablet,618.88,41.56,0,43.3,620.62,PayPal,Completed
O000008,C00002,2026-06-04 00:00:00,App,Desktop,60.94,7.45,0,4.01,57.5,Gift Card,Completed
O000125,C00030,2026-06-04 00:00:00,Web,Tablet,233.63,45.35,0,14.12,202.4,Gift Card,Completed
O000779,C00189,2026-06-04 00:00:00,Web,Mobile,239.64,31.16,0,15.64,224.12,Credit Card,Completed
O000250,C00059,2026-06-05 00:00:00,Web,Mobile,487.95,112.89,0,28.13,403.19,Apple Pay,Returned
O000722,C00173,2026-06-05 00:00:00,App,Tablet,263.81,44.75,0,16.43,235.49,PayPal,Completed
O000675,C00166,2026-06-06 00:00:00,Web,Mobile,699.99,169.04,0,39.82,570.77,PayPal,Completed
O000465,C00117,2026-06-07 00:00:00,Web,Mobile,144.28,30.88,0,8.51,121.91,Gift Card,Completed
O000649,C00160,2026-06-07 00:00:00,App,Mobile,170.76,24.54,0,10.97,157.19,Apple Pay,Completed
O000441,C00111,2026-06-08 00:00:00,App,Tablet,478.47,21.72,0,34.26,491.01,PayPal,Completed
O000770,C00186,2026-06-08 00:00:00,App,Mobile,192.47,18.15,0,13.07,187.39,Gift Card,Completed
O000200,C00051,2026-06-09 00:00:00,Web,Tablet,224.19,39.09,0,13.88,198.98,Apple Pay,Completed
O000453,C00114,2026-06-10 00:00:00,Web,Mobile,340.81,61.63,0,20.94,300.12,Credit Card,Completed
O000468,C00117,2026-06-11 00:00:00,App,Mobile,685.34,149.86,0,40.16,575.64,Apple Pay,Completed
O000679,C00167,2026-06-12 00:00:00,App,Desktop,340.81,43.17,0,22.32,319.96,Credit Card,Completed
O000333,C00081,2026-06-13 00:00:00,Web,Mobile,286.26,12.2,0,20.55,294.61,Credit Card,Completed
O000448,C00113,2026-06-13 00:00:00,App,Desktop,69.07,7.49,0,4.62,66.2,Credit Card,Completed
O000558,C00139,2026-06-13 00:00:00,Web,Desktop,209.95,13.8,0,14.71,210.86,Credit Card,Completed
O000238,C00055,2026-06-14 00:00:00,App,Mobile,525.58,80.68,0,33.37,478.27,Credit Card,Completed
O000782,C00189,2026-06-14 00:00:00,App,Mobile,466.37,81.71,0,28.85,413.51,Apple Pay,Completed
O000067,C00019,2026-06-15 00:00:00,Web,Desktop,77.63,20.01,0,4.32,61.94,Apple Pay,Completed
O000411,C00103,2026-06-15 00:00:00,Web,Tablet,205.45,0.0,0,15.41,220.86,Gift Card,Completed
O000562,C00140,2026-06-15 00:00:00,App,Tablet,126.22,15.3,0,8.32,119.24,Gift Card,Completed
O000737,C00178,2026-06-15 00:00:00,Web,Mobile,302.5,71.01,0,17.36,248.85,Credit Card,Completed
O000765,C00185,2026-06-15 00:00:00,Web,Mobile,287.9,48.93,0,17.92,256.89,Apple Pay,Completed
O000767,C00185,2026-06-15 00:00:00,App,Tablet,169.7,27.72,0,10.65,152.63,Apple Pay,Completed
O000492,C00123,2026-06-16 00:00:00,Web,Mobile,402.37,53.92,0,26.13,374.58,Gift Card,Completed
O000620,C00157,2026-06-16 00:00:00,App,Mobile,504.88,24.24,0,36.05,516.69,PayPal,Completed
O000175,C00048,2026-06-17 00:00:00,Web,Mobile,46.15,4.02,0,3.16,45.29,PayPal,Completed
O000190,C00049,2026-06-17 00:00:00,Web,Tablet,295.85,14.73,0,21.08,302.2,PayPal,Cancelled
O000054,C00017,2026-06-18 00:00:00,App,Mobile,27.45,4.5,0,1.72,24.67,Gift Card,Completed
O000349,C00084,2026-06-18 00:00:00,App,Tablet,399.66,71.14,0,24.64,353.16,Gift Card,Completed
O000547,C00137,2026-06-18 00:00:00,App,Tablet,103.03,16.95,0,6.46,92.54,PayPal,Returned
O000218,C00053,2026-06-19 00:00:00,Web,Tablet,258.23,49.77,0,15.63,224.09,Credit Card,Completed
O000166,C00044,2026-06-20 00:00:00,Web,Mobile,803.3,71.53,0,54.88,786.65,PayPal,Completed
O000369,C00090,2026-06-22 00:00:00,App,Mobile,521.34,29.01,0,36.92,529.25,PayPal,Completed
O000032,C00014,2026-06-23 00:00:00,Web,Tablet,323.46,35.29,0,21.61,309.78,Credit Card,Completed
O000514,C00128,2026-06-24 00:00:00,App,Desktop,323.73,37.27,0,21.48,307.94,Apple Pay,Completed
O000578,C00142,2026-06-24 00:00:00,App,Tablet,270.28,59.62,0,15.8,226.46,Gift Card,Completed
O000186,C00048,2026-06-25 00:00:00,Web,Mobile,494.97,25.17,0,35.23,505.03,PayPal,Completed
O000764,C00185,2026-06-25 00:00:00,Web,Desktop,262.79,46.15,0,16.25,232.89,Gift Card,Returned
O000242,C00057,2026-06-26 00:00:00,App,Tablet,130.77,24.39,0,7.98,114.36,Credit Card,Completed
O000401,C00099,2026-06-26 00:00:00,Web,Tablet,77.63,0.0,0,5.82,83.45,Gift Card,Completed
O000426,C00109,2026-06-27 00:00:00,App,Tablet,302.5,56.01,0,18.49,264.98,Gift Card,Completed
O000358,C00086,2026-06-28 00:00:00,Web,Mobile,185.66,16.12,0,12.72,182.26,PayPal,Completed
O000393,C00098,2026-06-28 00:00:00,App,Mobile,783.32,85.27,0,52.35,750.4,PayPal,Completed
O000442,C00111,2026-06-28 00:00:00,App,Tablet,159.55,25.22,0,10.07,144.4,Credit Card,Completed
O000521,C00130,2026-06-28 00:00:00,App,Tablet,419.22,32.95,0,28.97,415.24,Apple Pay,Completed
O000786,C00189,2026-06-28 00:00:00,App,Tablet,27.45,4.32,0,1.73,24.86,Gift Card,Completed
O000197,C00050,2026-06-29 00:00:00,Web,Mobile,14.66,3.27,6.99,0.85,19.23,Apple Pay,Completed
O000323,C00077,2026-06-29 00:00:00,App,Desktop,143.31,15.08,0,9.62,137.85,PayPal,Completed
O000004,C00002,2026-06-30 00:00:00,App,Tablet,261.54,61.62,0,14.99,214.91,Apple Pay,Completed
O000408,C00102,2026-06-30 00:00:00,App,Mobile,146.09,20.61,0,9.41,134.89,Gift Card,Cancelled
